address,city,zip,beds,baths,sqft,listPrice,taxes,lat,lng,monthly_hoa,districtMatch
11396 W Kentucky Drive,Lakewood,80226,4.0,2.0,1771,499900,2084,39.69908515,-105.12580627,0.0,Adams-Arapahoe 28J School District
565 S Dale Court,Denver,80219,3.0,2.0,1602,499899,1338,39.70623197,-105.02186005,0.0,Jefferson County R-1 School District
3146 W Florida Avenue,Denver,80219,6.0,3.0,2714,499888,1747,39.68930413,-105.02705389,0.0,Denver County 1 School District
21874 E 9th Place,Aurora,80018,3.0,3.0,1577,499085,6200,39.73011463,-104.73304668,0.0,Denver County 1 School District
2517 S Genoa Street,Aurora,80013,5.0,3.0,1873,499000,2750,39.67273467,-104.75715471,17.5,Jefferson County R-1 School District
1332 Poplar Street,Denver,80220,2.0,1.0,1092,499000,2118,39.73806326,-104.90431101,0.0,Adams-Arapahoe 28J School District
10722 W Dumbarton Circle,Littleton,80127,2.0,2.0,1735,499000,2225,39.62664735,-105.11937936,374.0,Adams-Arapahoe 28J School District
1350 Lipan Street,Denver,80204,3.0,1.0,1361,499000,2016,39.73801512,-105.0017549,0.0,Englewood 1 School District
18022 E Kepner Drive,Aurora,80017,4.0,2.0,1620,498000,1446,39.70073502,-104.77712669,0.0,Westminster 50 School District
30 Chase Street,Lakewood,80026,4.0,2.0,1800,498000,2614,39.71781713,-105.05654501,0.0,Denver County 1 School District
3442 S Patton Way,Denver,80236,5.0,3.0,2267,497900,1271,39.65492157,-105.03972888,0.0,Denver County 1 School District
4027 W 44th Avenue,Denver,80212,3.0,1.0,796,497500,2080,39.77680757,-105.03995527,0.0,Jefferson County R-1 School District
19011 E Linvale Place,Aurora,80013,3.0,3.0,1783,496900,1796,39.66726773,-104.76665462,0.0,Adams-Arapahoe 28J School District
21904 E 9th Place,Aurora,80018,3.0,3.0,1577,496085,6170,39.72979798,-104.73301895,0.0,Denver County 1 School District
19177 E Grand Circle,Aurora,80015,3.0,3.0,1864,495000,1972,39.6260427,-104.76527279,17.666666666666668,Jefferson County R-1 School District
20858 E Progress Avenue,Centennial,80015,3.0,3.0,1910,495000,2763,39.62170595,-104.74605691,70.0,Adams-Arapahoe 28J School District
2460 S Osceola Street,Denver,80219,2.0,1.0,1041,495000,1772,39.67331912,-105.03748803,0.0,Westminster 50 School District
8103 Conifer Road,Denver,80221,4.0,3.0,2860,495000,2728,39.8437099,-104.99187753,0.0,Denver County 1 School District
7130 W Iowa Avenue,Lakewood,80232,5.0,3.0,2080,495000,2183,39.68907,-105.076043,0.0,Adams-Arapahoe 28J School District
5168 Tennyson Street,Denver,80212,2.0,1.0,1350,495000,2100,39.79052182,-105.04354326,0.0,Jefferson County R-1 School District
4388 Garland Street,Wheat Ridge,80033,3.0,2.0,1276,495000,1972,39.77754326,-105.10169345,0.0,Englewood 1 School District
1284 S Newland Court,Lakewood,80232,3.0,2.0,1096,495000,2046,39.69278128,-105.069963,0.0,Westminster 50 School District
6825 Martin Luther King Boulevard,Denver,80207,4.0,2.0,1934,494999,1152,39.76218901,-104.9085009,0.0,Jefferson County R-1 School District
828 N Quatar Street,Aurora,80018,3.0,3.0,1577,493085,6133,39.72970111,-104.7334155,0.0,Denver County 1 School District
9644 W Grand Avenue,Denver,80123,2.0,2.0,1695,492000,1942,39.62583929,-105.106106,0.0,Denver County 1 School District
21884 E 9th Place,Aurora,80018,3.0,3.0,1561,490750,6103,39.73000338,-104.73304668,0.0,Jefferson County R-1 School District
4920 Ingalls Street,Wheat Ridge,80033,4.0,2.0,1742,490000,1646,39.7857858,-105.06352154,0.0,Denver County 1 School District
3400 W Jewell Avenue,Denver,80219,2.0,1.0,1106,490000,1476,39.68200602,-105.03112327,0.0,Jefferson County R-1 School District
224 Tucson Street,Aurora,80011,5.0,3.0,2484,490000,2557,39.7195357,-104.83541946,0.0,Denver County 1 School District
5860 S Moore Street,Littleton,80127,3.0,2.0,1350,489900,2387,39.61181191,-105.11644807,0.0,Adams-Arapahoe 28J School District
2 Zenobia Street,Denver,80219,3.0,1.0,1642,489900,1687,39.71681663,-105.05156143,0.0,Denver County 1 School District
505 S Raleigh Street,Denver,80219,4.0,2.0,1826,489500,1683,39.70775576,-105.04225629,0.0,Denver County 1 School District
7020 W 39th Avenue,Wheat Ridge,80033,2.0,1.0,895,489000,1678,39.77058147,-105.07503973,0.0,Jefferson County R-1 School District
823 N Riviera Street,Aurora,80018,3.0,3.0,1561,488105,6070,39.72981989,-104.73208178,0.0,Adams-Arapahoe 28J School District
838 N Quatar Street,Aurora,80018,3.0,3.0,1561,487325,6061,39.72981236,-104.73344232,0.0,Adams-Arapahoe 28J School District
4165 S Lipan Street,Englewood,80110,3.0,1.0,1152,486000,1815,39.64099043,-105.0026664,0.0,Jefferson County R-1 School District
7101 Wolff Street,Westminster,80030,5.0,2.0,2205,485000,2426,39.82559316,-105.0482653,0.0,Westminster 50 School District
19389 E 41st Place,Denver,80249,3.0,2.0,1826,485000,1499,39.77441449,-104.7604495,0.0,Cherry Creek 5 School District
4665 Milwaukee Street,Denver,80216,4.0,2.0,1623,485000,1446,39.78151071,-104.95208581,0.0,Denver County 1 School District
3870 Newman Street,Wheat Ridge,80033,3.0,1.0,870,485000,1938,39.77056592,-105.11791755,0.0,Denver County 1 School District
13792 E 24th Avenue,Aurora,80011,6.0,2.0,2352,485000,1232,39.75166355,-104.8247869,0.0,Westminster 50 School District
1821 S Irving Street,Denver,80219,5.0,2.0,2074,485000,1600,39.68441234,-105.03006441,0.0,Denver County 1 School District
7584 Kendall Street,Arvada,80003,4.0,2.0,1583,484999,1600,39.83403247,-105.0662003,0.0,Denver County 1 School District
15640 E Hamilton Place,Aurora,80013,5.0,3.0,2419,484999,2239,39.65340928,-104.80602491,0.0,Adams-Arapahoe 28J School District
8077 Bryant Street,Westminster,80031,3.0,3.0,1504,480000,2590,39.84471122,-105.01950563,43.0,Westminster 50 School District
2561 W Cornell Avenue,Denver,80236,5.0,2.0,2027,480000,1695,39.66101553,-105.01758805,0.0,Denver County 1 School District
2831 S Truckee Street,Aurora,80013,4.0,4.0,2158,480000,2303,39.66359943,-104.7819264,0.0,Cherry Creek 5 School District
7653 Webster Way,Arvada,80003,4.0,2.0,1858,480000,1977,39.83638326,-105.08117,0.0,Denver County 1 School District
4245 S Clarkson Street,Englewood,80113,2.0,1.0,1202,479500,1509,39.63956147,-104.97877547,0.0,Adams-Arapahoe 28J School District
7520 Xavier Street,Westminster,80030,3.0,2.0,864,475000,1516,39.83329951,-105.04915039,0.0,Denver County 1 School District
1642 S Everett Street,Lakewood,80232,4.0,2.0,2378,475000,2268,39.68637932,-105.09663697,0.0,Adams-Arapahoe 28J School District
815 S Umatilla Way,Denver,80223,3.0,1.0,1526,475000,1756,39.70171957,-105.01244891,0.0,Cherry Creek 5 School District
2425 W Bates Avenue,Denver,80236,3.0,2.0,2022,475000,1692,39.66393828,-105.01631753,0.0,Adams-Arapahoe 28J School District
6718 W 79th Circle,Arvada,80003,3.0,2.0,2288,475000,2343,39.8407884,-105.07204544,0.0,Adams-Arapahoe 28J School District
5077 Duluth Court,Denver,80239,4.0,4.0,2482,475000,2205,39.78535128,-104.82006164,0.0,Jefferson County R-1 School District
3833 Quay Street,Wheat Ridge,80033,3.0,2.0,1764,475000,2491,39.76995599,-105.07356864,0.0,Adams-Arapahoe 28J School District
680 S Quivas Street,Denver,80223,3.0,1.0,1302,475000,1711,39.70413028,-105.007114,0.0,Denver County 1 School District
15934 E Linvale Avenue,Aurora,80013,3.0,2.0,1296,475000,2032,39.66683704,-104.80248737,0.0,Jefferson County R-1 School District
647 Winona Court,Denver,80204,5.0,2.0,2200,474970,1196,39.72754487,-105.04787097,0.0,Adams 12 Five Star Schools
2525 W Wesley Avenue,Denver,80219,2.0,2.0,1142,474500,2840,39.67367783,-105.01731882,0.0,Jefferson County R-1 School District
11705 W Tulane Drive,Morrison,80465,3.0,2.0,1473,470000,2438,39.63422912,-105.13000573,48.333333333333336,Denver County 1 School District
1290 Boston Street,Aurora,80010,5.0,2.0,1948,470000,1583,39.73628582,-104.87968719,0.0,Denver County 1 School District
15371 E 8th Avenue,Aurora,80011,5.0,3.0,2593,470000,2605,39.72992941,-104.80818559,0.0,Adams-Arapahoe 28J School District
300 S Pierce Street,Lakewood,80226,3.0,2.0,1323,470000,2040,39.71057993,-105.0717766,0.0,Adams-Arapahoe 28J School District
8121 Tennyson Street,Westminster,80031,4.0,2.0,2122,469900,2429,39.84436082,-105.04794554,0.0,Adams-Arapahoe 28J School District
18884 E Cornell Avenue,Aurora,80013,3.0,3.0,1648,469000,1250,39.6605786,-104.7688989,0.0,Jefferson County R-1 School District
215 S Knox Court,Denver,80219,3.0,1.0,1307,466000,1471,39.71295639,-105.03267525,0.0,Denver County 1 School District
16010 E 55th Avenue,Denver,80239,3.0,3.0,2040,465000,1895,39.79435001,-104.80006746,40.0,Westminster 50 School District
8069 Decatur Court,Westminster,80031,2.0,3.0,1890,464900,2546,39.84295,-105.02249,43.0,Denver County 1 School District
2644 S Newton Street,Denver,80219,3.0,1.0,1383,460000,2068,39.66915382,-105.0365277,0.0,Adams-Arapahoe 28J School District
3065 Holly Street,Denver,80207,2.0,2.0,1234,460000,1407,39.76144394,-104.92261136,0.0,Adams-Arapahoe 28J School District
16691 E Gunnison Place,Aurora,80017,3.0,2.0,1664,460000,2573,39.68591826,-104.79589792,0.0,Adams-Arapahoe 28J School District
7733 Navajo Street,Denver,80221,3.0,2.0,1808,460000,1951,39.83670505,-105.00452197,0.0,Westminster 50 School District
627 W Asbury Avenue,Denver,80223,2.0,1.0,616,459999,1067,39.68073396,-104.99555527,0.0,Denver County 1 School District
20638 E Kenyon Place,Aurora,80013,3.0,2.0,1514,459900,2375,39.64883921,-104.74767469,33.0,Denver County 1 School District
3902 Jason Street,Denver,80211,2.0,1.0,749,459900,1424,39.77062645,-104.99890587,0.0,Denver County 1 School District
1970 Espana Way,Aurora,80011,3.0,3.0,1566,459000,2944,39.74666949,-104.76016737,42.0,Adams 12 Five Star Schools
812 Raleigh Street,Denver,80204,3.0,1.0,836,456900,1573,39.72962188,-105.04129718,0.0,Jefferson County R-1 School District
3208 Scranton Street,Aurora,80011,5.0,2.0,1950,456000,2667,39.76171376,-104.83896846,0.0,Cherry Creek 5 School District
16512 E Princeton Place,Aurora,80013,4.0,2.0,1972,455000,1733,39.64022611,-104.7956025,0.0,Denver County 1 School District
12265 E 13th Avenue,Aurora,80011,3.0,2.0,1401,455000,2048,39.73631674,-104.84538546,0.0,Adams-Arapahoe 28J School District
1654 S Olathe Street,Aurora,80017,3.0,2.0,2192,455000,2268,39.68632928,-104.792927,0.0,Jefferson County R-1 School District
2405 Lee Street,Lakewood,80215,3.0,1.0,1060,454900,2382,39.75078187,-105.11221908,0.0,Cherry Creek 5 School District
19270 E 22nd Drive,Aurora,80011,4.0,2.0,1670,450000,2738,39.74801075,-104.76367248,0.0,Denver County 1 School District
2627 S Lowell Boulevard,Denver,80219,4.0,2.0,1210,450000,1669,39.6696813,-105.03524613,0.0,Adams-Arapahoe 28J School District
61 S Ames Street,Lakewood,80226,3.0,2.0,1040,450000,2188,39.71578901,-105.05478164,0.0,Denver County 1 School District
361 El Paso Court,Denver,80221,4.0,3.0,2850,450000,2341,39.84051471,-104.99166873,0.0,Denver County 1 School District
830 S Harlan Street,Lakewood,80226,3.0,3.0,1598,450000,2484,39.70140789,-105.06224881,0.0,Adams-Arapahoe 28J School District
4206 W Vassar Avenue,Denver,80219,3.0,2.0,1115,450000,1754,39.66990575,-105.04198,0.0,Denver County 1 School District
1465 S King Court,Denver,80219,4.0,2.0,1804,450000,1544,39.69002399,-105.03398863,0.0,Denver County 1 School District
440 S Victor Way,Aurora,80012,4.0,2.0,1487,449900,1449,39.70292229,-104.83526668,0.0,Adams-Arapahoe 28J School District
1816 S Nucla Street,Aurora,80017,4.0,2.0,1852,449900,2358,39.68377407,-104.79411171,0.0,Adams-Arapahoe 28J School District
2469 S Kittredge Way,Aurora,80013,4.0,2.0,1690,449900,2317,39.67198703,-104.80311854,0.0,Adams-Arapahoe 28J School District
19060 E 22nd Place,Aurora,80011,3.0,4.0,1947,449500,2738,39.75028269,-104.76581018,0.0,Denver County 1 School District
5190 Tabor Street,Wheat Ridge,80033,3.0,2.0,1418,449000,2371,39.79079502,-105.13036681,0.0,Westminster 50 School District
4175 W Custer Place,Denver,80219,4.0,2.0,1628,449000,1466,39.70702612,-105.04290062,0.0,Adams-Arapahoe 28J School District
1284 Ember Street,Denver,80221,4.0,2.0,1850,445000,1767,39.83816524,-105.00110973,0.0,Denver County 1 School District
1065 S Osceola Street,Denver,80219,3.0,2.0,1281,445000,1574,39.69731954,-105.03802744,0.0,Westminster 50 School District
3081 S Laredo Circle,Aurora,80013,2.0,2.0,1552,445000,2385,39.66035728,-104.80026,0.0,Englewood 1 School District
1503 S Tucson Street,Aurora,80012,3.0,2.0,1456,444900,2304,39.68789858,-104.84000336,0.0,Adams 12 Five Star Schools
1255 S Biscay Street,Aurora,80017,3.0,2.0,1284,444900,2306,39.69369,-104.768,0.0,Cherry Creek 5 School District
7861 Valley View Drive,Denver,80221,3.0,3.0,2461,444000,2116,39.83951351,-105.02192862,0.0,Adams-Arapahoe 28J School District
450 S Decatur Street,Denver,80219,2.0,1.0,2002,444000,1691,39.70833849,-105.02243843,0.0,Denver County 1 School District
2590 S Irving Street,Denver,80219,4.0,1.0,1115,441875,1586,39.67132138,-105.02951246,0.0,Englewood 1 School District
4619 Pennsylvania Street,Denver,80216,4.0,1.0,660,440000,1410,39.78053226,-104.98140569,0.0,Adams-Arapahoe 28J School District
931 Downing Way,Denver,80229,3.0,3.0,2117,440000,1882,39.84162114,-104.97610285,0.0,Denver County 1 School District
4830 Estes Street,Arvada,80002,2.0,1.0,858,440000,1806,39.78470363,-105.09495153,0.0,Adams-Arapahoe 28J School District
4076 S Richfield Street,Aurora,80013,3.0,3.0,1550,440000,1459,39.64252021,-104.78740422,0.0,Adams-Arapahoe 28J School District
26 S King Street,Denver,80219,3.0,2.0,1067,440000,1521,39.71595567,-105.03340076,0.0,Jefferson County R-1 School District
12154 E Virginia Drive,Aurora,80012,5.0,2.0,2088,440000,2336,39.70643886,-104.84582925,0.0,Denver County 1 School District
6835 Reno Drive,Arvada,80002,2.0,1.0,976,439000,1003,39.79781784,-105.07221327,0.0,Adams-Arapahoe 28J School District
903 S Oakland Court,Aurora,80012,4.0,2.0,1086,435900,1710,39.70089387,-104.85059253,0.0,Westminster 50 School District
5001 Titan Way,Denver,80239,3.0,2.0,1762,435000,1594,39.787599,-104.8390548,0.0,Denver County 1 School District
1424 S Biscay Way,Aurora,80017,4.0,2.0,1616,435000,2153,39.69014774,-104.76809607,0.0,Adams-Arapahoe 28J School District
1338 W Alaska Place,Denver,80223,4.0,1.0,1339,434900,1719,39.70823994,-105.00594888,0.0,Denver County 1 School District
5181 Decatur Street,Denver,80221,2.0,1.0,791,430000,1517,39.79077163,-105.02190229,0.0,Denver County 1 School District
3179 Xanadu Street,Aurora,80011,3.0,2.0,1580,429900,1841,39.7602537,-104.82929413,0.0,Jefferson County R-1 School District
3081 S Glencoe Street,Denver,80222,3.0,1.0,858,429000,1632,39.66213156,-104.92514451,0.0,Denver County 1 School District
1224 Valentia Street,Denver,80220,3.0,1.0,1500,428000,1560,39.73617988,-104.89130041,0.0,Jefferson County R-1 School District
3073 Ursula Street,Aurora,80011,3.0,2.0,1764,425900,2772,39.75932,-104.83528,0.0,Sheridan 2 School District
1045 Sable Boulevard,Aurora,80011,3.0,3.0,1684,425000,2637,39.73107,-104.81968,0.0,Denver County 1 School District
1045 Sable Boulevard,Aurora,80011,3.0,3.0,1692,425000,2637,39.73106097,-104.81966808,0.0,Westminster 50 School District
5538 Tulsa Way,Denver,80239,4.0,2.0,1726,425000,1618,39.79451205,-104.83642688,0.0,Englewood 1 School District
2121 W 80th Avenue,Denver,80221,3.0,3.0,1944,425000,1833,39.84192939,-105.01268365,0.0,Denver County 1 School District
1691 S Cathay Street,Aurora,80017,4.0,2.0,1464,425000,2259,39.68626079,-104.76626645,0.0,Adams-Arapahoe 28J School District
1140 S Tennyson Street,Denver,80219,2.0,1.0,770,425000,1457,39.69590453,-105.04345819,0.0,Adams-Arapahoe 28J School District
2573 W 74 Avenue,Westminster,80030,4.0,2.0,2214,425000,2595,39.83099926,-105.01730164,0.0,Adams 12 Five Star Schools
4349 S Clarkson Street,Englewood,80113,2.0,1.0,788,425000,1586,39.6360154,-104.97887566,0.0,Denver County 1 School District
6710 Monaco Street,Commerce City,80022,2.0,1.0,1260,425000,1323,39.81837116,-104.91251294,0.0,Adams-Arapahoe 28J School District
11501 E Cornell Circle,Aurora,80014,4.0,4.0,2263,425000,1528,39.66226654,-104.85414171,247.0,Denver County 1 School District
1931 Fulton Street,Aurora,80010,3.0,1.0,970,425000,2383,39.74636453,-104.87086815,0.0,Adams-Arapahoe 28J School District
398 S Raleigh Street,Denver,80219,4.0,2.0,2148,425000,1563,39.70959264,-105.04186566,0.0,Denver County 1 School District
3135 S Logan Street,Englewood,80113,2.0,1.0,735,424444,1801,39.65979968,-104.98270656,0.0,Denver County 1 School District
11111 E Montview Boulevard,Aurora,80010,3.0,1.0,1040,423000,2536,39.74782846,-104.85786163,0.0,Denver County 1 School District
1235 Wabash Street,Denver,80220,2.0,1.0,726,420000,1556,39.73620971,-104.88967922,0.0,Westminster 50 School District
1541 S Biscay Court,Aurora,80017,4.0,2.0,1633,420000,2117,39.68776235,-104.76942837,0.0,Adams-Arapahoe 28J School District
1360 Dallas Street,Aurora,80010,3.0,1.0,1208,420000,1954,39.73757405,-104.8761286,0.0,Westminster 50 School District
4746 Carr Street,Wheat Ridge,80033,3.0,1.0,955,420000,1935,39.78246852,-105.09111737,0.0,Adams 12 Five Star Schools
5403 Tucson Street,Denver,80239,3.0,3.0,2430,416000,1038,39.79267627,-104.840239,0.0,Denver County 1 School District
10530 E 10th Avenue,Aurora,80010,3.0,1.0,1680,415000,2332,39.73080155,-104.86492677,0.0,Denver County 1 School District
780 Cuchara Street,Denver,80221,4.0,2.0,1950,415000,1488,39.83154712,-104.99660679,0.0,Adams-Arapahoe 28J School District
4842 Steele Street,Denver,80216,3.0,2.0,1320,415000,1272,39.78451528,-104.94940189,0.0,Adams-Arapahoe 28J School District
1417 S Biscay Way,Aurora,80017,4.0,2.0,1200,413920,1756,39.69097654,-104.7674509,0.0,Denver County 1 School District
5551 Worchester Street,Denver,80239,4.0,2.0,1596,410000,1534,39.79827044,-104.8309865,0.0,Adams-Arapahoe 28J School District
3894 Orleans Court,Denver,80249,2.0,3.0,1143,410000,1992,39.77029545,-104.73723284,0.0,Adams-Arapahoe 28J School District
5733 W 76th Drive,Arvada,80003,2.0,1.0,817,409900,1408,39.83622582,-105.05876454,0.0,Jefferson County R-1 School District
3215 W Exposition Avenue,Denver,80219,3.0,1.0,1060,409000,1158,39.7041863,-105.02870924,0.0,Denver County 1 School District
5643 W 76th Drive,Arvada,80003,2.0,2.0,975,404000,1633,39.83616026,-105.057735,0.0,Cherry Creek 5 School District
3391 S Irving Street,Englewood,80110,2.0,1.0,910,400000,1648,39.65606638,-105.03007439,0.0,Sheridan 2 School District
4380 Jericho Street,Denver,80249,3.0,1.0,1138,400000,1966,39.77705048,-104.74876556,0.0,Jefferson County R-1 School District
5238 Stuart Street,Denver,80212,2.0,1.0,792,400000,2419,39.79212461,-105.04249836,0.0,Jefferson County R-1 School District
3921 S Pearl Street,Englewood,80113,3.0,1.0,1433,400000,1669,39.64539376,-104.98103912,0.0,Adams-Arapahoe 28J School District
670 S Hazel Court,Denver,80219,3.0,1.0,1061,399990,1342,39.70455851,-105.0273658,0.0,Denver County 1 School District
19623 E Batavia Drive,Aurora,80011,4.0,2.0,1644,399900,2556,39.74238724,-104.75797501,0.0,Adams-Arapahoe 28J School District
1380 Dallas Street,Aurora,80010,2.0,1.0,796,399900,1883,39.73787649,-104.87617261,0.0,Adams 12 Five Star Schools
6945 Olive Street,Commerce City,80022,3.0,1.0,1026,399900,1628,39.82263687,-104.90828098,0.0,Denver County 1 School District
20763 E 44th Avenue,Denver,80249,2.0,1.0,801,399000,1841,39.77800622,-104.7489264,0.0,Mapleton 1 School District
917 Fulton Street,Aurora,80010,4.0,2.0,1464,398000,1144,39.73006648,-104.87035133,0.0,Adams-Arapahoe 28J School District
431 W 8th Avenue,Denver,80204,1.0,1.0,781,395000,1572,39.72914779,-104.99368564,0.0,Denver County 1 School District
1773 Lansing Street,Aurora,80010,2.0,1.0,720,395000,2370,39.74528704,-104.8573156,0.0,Denver County 1 School District
1175 S Winona Court,Denver,80219,3.0,2.0,1130,395000,1711,39.69580444,-105.04744039,0.0,Adams 12 Five Star Schools
2820 W Park Place,Denver,80219,2.0,1.0,662,395000,1283,39.71915651,-105.02332183,0.0,Englewood 1 School District
4968 Julian Street,Denver,80221,2.0,1.0,670,394000,1722,39.78685506,-105.0307709,0.0,Sheridan 2 School District
7793 Navajo Street,Denver,80221,3.0,2.0,1017,392000,1689,39.83796,-105.00447,0.0,Adams-Arapahoe 28J School District
15622 E Colorado Avenue,Aurora,80017,3.0,2.0,904,390000,1856,39.68431014,-104.80624541,0.0,Adams-Arapahoe 28J School District
701 Drake Street,Denver,80221,3.0,1.0,960,390000,2012,39.83500348,-104.99560365,0.0,Denver County 1 School District
7096 E 74th Place,Commerce City,80022,3.0,2.0,1176,389950,1390,39.83202594,-104.90535082,0.0,Adams-Arapahoe 28J School District
440 Lowell Boulevard,Denver,80204,2.0,1.0,1028,389000,1612,39.72366,-105.03476,0.0,Jefferson County R-1 School District
440 Lowell Boulevard,Denver,80204,2.0,1.0,1028,389000,1612,39.72366077,-105.03488802,0.0,Adams-Arapahoe 28J School District
1780 Moline Street,Aurora,80010,3.0,1.0,918,385000,2381,39.74533697,-104.8536779,0.0,Westminster 50 School District
1640 Yosemite Street,Denver,80220,3.0,2.0,1676,385000,2404,39.74276821,-104.88431858,0.0,Denver County 1 School District
4341 W Center Avenue Unit C,Denver,80219,4.0,2.0,1919,385000,1489,39.70608561,-105.04489576,0.0,Adams 12 Five Star Schools
15734 E Colorado Avenue,Aurora,80017,3.0,1.0,904,385000,1059,39.68447028,-104.805011,0.0,Adams-Arapahoe 28J School District
1538 Alton Street,Aurora,80010,3.0,2.0,1268,384995,2383,39.74103102,-104.88186417,0.0,Adams-Arapahoe 28J School District
1416 Chase Street,Lakewood,80214,2.0,1.0,790,384000,1469,39.73893927,-105.05626306,0.0,Denver County 1 School District
5552 Xanadu Street,Denver,80239,3.0,1.0,1064,381000,1383,39.79601027,-104.829601,0.0,Adams-Arapahoe 28J School District
4652 S Pagosa Circle,Aurora,80015,2.0,1.0,732,379900,1383,39.6322717,-104.78806729,0.0,Denver County 1 School District
3484 S Canosa Court,Englewood,80110,3.0,1.0,560,379000,1217,39.65394309,-105.01904892,0.0,
11000 W 41st Place,Wheat Ridge,80033,4.0,2.0,2043,375000,2281,39.77306505,-105.12164371,0.0,
1355 Benton Street,Lakewood,80214,2.0,1.0,704,375000,1357,39.7377421,-105.05579317,0.0,
861 Troy Street,Aurora,80011,3.0,2.0,1643,375000,1330,39.7293997,-104.83775899,0.0,
1980 Spruce Street,Denver,80220,2.0,2.0,857,375000,1794,39.74708743,-104.89733736,0.0,
1012 S Zeno Way,Aurora,80017,3.0,2.0,1699,370000,1926,39.70027624,-104.7725129,249.0,
6740 Birch Street,Commerce City,80022,2.0,1.0,786,369900,1387,39.81877595,-104.9364566,0.0,
1632 Xanthia Street,Denver,80220,2.0,1.0,820,369000,1812,39.74263722,-104.88717998,0.0,
220 Del Norte Street,Denver,80221,3.0,1.0,984,368800,1752,39.83428898,-104.98986836,0.0,
1665 Lima Street,Aurora,80010,3.0,1.0,1488,361000,2621,39.74319942,-104.85675351,0.0,
1598 W Alameda Avenue,Denver,80223,2.0,1.0,793,350000,1571,39.71102567,-105.01081881,0.0,
1594 W Alameda Avenue,Denver,80223,2.0,1.0,721,350000,1466,39.71107519,-105.01068781,0.0,
6750 E 75th Place,Commerce City,80022,3.0,1.0,768,349999,1750,39.83394355,-104.91017518,0.0,
3880 S Bannock Street,Englewood,80110,1.0,1.0,440,349500,1302,39.64636877,-104.98971083,0.0,
3605 S Hooker Street,Englewood,80110,3.0,1.0,816,349000,2189,39.65076325,-105.02916091,0.0,
783 Galena Street,Aurora,80010,3.0,1.0,1294,340000,1323,39.7278111,-104.86980146,0.0,
1700 Clinton Street,Aurora,80010,3.0,1.0,960,340000,2364,39.74393035,-104.87729755,0.0,
1520 Tamarac Street,Denver,80220,2.0,1.0,953,340000,1380,39.74062962,-104.89483981,0.0,
745 Lima Street,Aurora,80010,2.0,1.0,736,339700,1660,39.72718585,-104.85895081,0.0,
1450 Fenton Street,Lakewood,80214,2.0,1.0,570,329000,1409,39.73931696,-105.05990579,0.0,
1241 Elmira Street,Aurora,80010,2.0,1.0,793,325000,1824,39.73556687,-104.87325255,0.0,
6780 Irving Street,Denver,80221,3.0,2.0,1476,325000,2880,39.81978232,-105.0296096,0.0,
4431 Cherokee Street,Denver,80216,1.0,1.0,522,315000,1450,39.77681994,-104.99098002,0.0,
7121 Jasmine Street,Commerce City,80022,2.0,1.0,768,315000,1383,39.8261346,-104.91885086,0.0,
1411 Elmira Street,Aurora,80010,2.0,1.0,771,299900,1664,39.7385843,-104.87338136,0.0,
10355 E 23rd Avenue,Aurora,80010,3.0,1.0,768,280000,2509,39.7512231,-104.86726424,0.0,
3464 W Alaska Place,Denver,80219,1.0,1.0,598,270000,606,39.70826566,-105.03295641,0.0,
2301 Galena Street,Aurora,80010,2.0,1.0,816,267000,2606,39.75122444,-104.86960348,0.0,
3173 W Ohio Avenue,Denver,80219,1.0,1.0,794,229000,1285,39.70243913,-105.02809354,0.0,
