address,city,zipcode,beds,baths,sqft,value,taxes,lat,lng,monthly_hoa,districtMatch,percentFreeDiscLunch,percentofAfricanAmericanStudents,percentofAsianStudents,percentofHispanicStudents,percentofIndianStudents,percentofPacificIslanderStudents,percentofTwoOrMoreRaceStudents,percentofWhiteStudents,rankMovement,"Median household income (in 2019 dollars), 2015-2019",beds_3,beds_4,beds_5,baths_2,baths_3,baths_4
19949 E 61st Drive,Aurora,80019,5,3,2849,619900,842,39.80866782,-104.75489956,30.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,65100.0,0,0,1,0,1,0
6045 N Nepal Street,Aurora,80019,3,3,2759,609000,484,39.80651182,-104.74091206,79.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,65100.0,1,0,0,0,1,0
2807 S Lisbon Way,Aurora,80013,3,3,2130,603000,4906,39.66642474,-104.74927549,42.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,65100.0,1,0,0,0,1,0
21577 E Mansfield Drive,Aurora,80013,5,3,3950,600000,4634,39.64569599,-104.73652858,50.333333333333336,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,65100.0,0,0,1,0,1,0
21498 E Mansfield Place,Aurora,80013,3,2,2471,600000,3682,39.64452914,-104.73706846,50.333333333333336,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,65100.0,1,0,0,1,0,0
3011 S Jericho Way,Aurora,80013,4,3,2310,600000,4681,39.66280627,-104.75214654,41.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,65100.0,0,1,0,0,1,0
18514 E Bethany Place,Aurora,80013,4,4,3100,595000,2316,39.66142144,-104.7711812,25.83333333333333,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,65100.0,0,1,0,0,0,1
1617 S Pagosa Court,Aurora,80017,3,4,3289,590000,3329,39.68974235,-104.78553071,35.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,65100.0,1,0,0,0,0,1
5041 N Quemoy Court,Aurora,80018,2,2,2542,588630,8209,39.78695119,-104.73093572,195.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,0,0,0,1,0,0
3818 S Helena Way,Aurora,80013,3,3,2513,588100,1993,39.64717,-104.80745,2.5,Cherry Creek 5 School District,31.32,10.96,8.53,21.0,0.58,0.26,8.19,50.48,-29.53,65100.0,1,0,0,0,1,0
19220 E Pacific Place,Aurora,80013,3,3,2044,582000,5163,39.6785129,-104.76350615,100.0,Englewood 1 School District,61.99,2.94,1.12,40.56,0.27,0.41,5.03,49.69,-26.38,65100.0,1,0,0,0,1,0
21706 E Stanford Circle,Aurora,80015,3,3,1831,578531,1983,39.63449894,-104.73493168,63.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,1,0,0,0,1,0
4954 S Evanston Street,Aurora,80015,4,3,2138,574900,2059,39.62695951,-104.81400541,2.9166666666666665,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,0,1,0,0,1,0
2787 S Waco Way,Aurora,80013,3,4,3370,574000,2606,39.66501697,-104.77748306,45.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,1,0,0,0,0,1
1760 Del Mar Parkway,Aurora,80010,5,3,2160,570000,2589,39.74493869,-104.87379651,0.0,Cherry Creek 5 School District,31.32,10.96,8.53,21.0,0.58,0.26,8.19,50.48,-29.53,65100.0,0,0,1,0,1,0
18244 E Mansfield Avenue,Aurora,80013,5,4,2652,565000,2082,39.64506448,-104.77540522,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,65100.0,0,0,1,0,0,1
1711 S Nome Way,Aurora,80012,4,3,2585,564900,2278,39.68545997,-104.85269437,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,65100.0,0,1,0,0,1,0
11747 E Atlantic Place,Aurora,80014,4,3,2258,562300,2247,39.68105219,-104.85116724,1.6666666666666667,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,65100.0,0,1,0,0,1,0
1641 S Oswego Street,Aurora,80012,5,3,2780,560000,1945,39.6868893,-104.85003833,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,65100.0,0,0,1,0,1,0
1868 S Ironton Street,Aurora,80012,2,2,1817,559000,1775,39.68269565,-104.86262081,43.333333333333336,Englewood 1 School District,61.99,2.94,1.12,40.56,0.27,0.41,5.03,49.69,-26.38,65100.0,0,0,0,1,0,0
6441 N Dunkirk Court,Aurora,80019,4,3,2115,554300,4361,39.813706,-104.762135,30.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,65100.0,0,1,0,0,1,0
11202 E Mexico Avenue,Aurora,80012,5,3,3108,550000,2286,39.6849232,-104.85757412,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,0,0,1,0,1,0
11355 E Colorado Drive,Aurora,80012,3,2,2053,550000,1466,39.68445,-104.85602,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,1,0,0,1,0,0
2135 S Telluride Court,Aurora,80013,4,4,2736,550000,2915,39.67756993,-104.781155,38.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,65100.0,0,1,0,0,0,1
1166 S Nome Street,Aurora,80012,4,3,2791,550000,1880,39.69403361,-104.85245985,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,65100.0,0,1,0,0,1,0
21894 E 9th Place,Aurora,80018,3,3,2112,548115,6725,39.73065507,-104.72844133,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,1,0,0,0,1,0
2071 S Ensenada Way,Aurora,80013,4,4,1932,540000,2811,39.67842828,-104.761391,17.5,Cherry Creek 5 School District,31.32,10.96,8.53,21.0,0.58,0.26,8.19,50.48,-29.53,65100.0,0,1,0,0,0,1
2613 S Killarney Court,Aurora,80013,3,3,1802,539000,4489,39.66959611,-104.75096463,42.0,Westminster 50 School District,80.55,1.94,3.94,74.73,0.68,0.59,2.25,15.88,-19.69,65100.0,1,0,0,0,1,0
21864 E 9th Place,Aurora,80018,3,3,2112,537485,6688,39.73022263,-104.73303059,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,1,0,0,0,1,0
6281 Genoa Street,Aurora,80019,4,3,1624,536000,4239,39.81095412,-104.7570553,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,0,1,0,0,1,0
332 Newark Street,Aurora,80010,3,3,1976,534900,2607,39.72053,-104.85577,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,1,0,0,0,1,0
725 Lansing Street,Aurora,80010,5,4,2368,529900,1613,39.72682649,-104.85990182,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,0,0,1,0,0,1
5218 S Shawnee Way,Aurora,80015,4,3,1875,527900,3110,39.62186,-104.72758,51.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,65100.0,0,1,0,0,1,0
2062 S Oakland Street,Aurora,80014,4,4,3014,525000,2338,39.67780867,-104.85005313,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,65100.0,0,1,0,0,0,1
17546 E Baker Place,Aurora,80013,4,4,2214,525000,2781,39.67071297,-104.78212542,75.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,0,1,0,0,0,1
2548 S Genoa Court,Aurora,80013,3,3,2257,519900,2663,39.67148309,-104.75660833,16.666666666666668,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,65100.0,1,0,0,0,1,0
18235 E Tanforan Place,Aurora,80015,4,2,1330,514900,1892,39.62984,-104.77581,13.416666666666666,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,0,1,0,1,0,0
848 N Quatar Street,Aurora,80018,3,3,1885,510155,6356,39.72992861,-104.73342086,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,65100.0,1,0,0,0,1,0
11853 E Idaho Drive,Aurora,80012,4,3,2221,510000,2138,39.6904642,-104.85007003,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,0,1,0,0,1,0
18899 E Kent Place,Aurora,80013,3,3,2271,500000,1961,39.64899828,-104.768036,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,1,0,0,0,1,0
22281 E Navarro Place,Aurora,80018,3,3,1959,499900,2129,39.64288485,-104.7259278,50.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,65100.0,1,0,0,0,1,0
22049 E Belleview Place,Aurora,80015,4,3,1875,499900,3164,39.62378441,-104.73104405,51.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,0,1,0,0,1,0
21874 E 9th Place,Aurora,80018,3,3,1577,499085,6200,39.73011463,-104.73304668,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,1,0,0,0,1,0
2517 S Genoa Street,Aurora,80013,5,3,1873,499000,2750,39.67273467,-104.75715471,17.5,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,65100.0,0,0,1,0,1,0
18022 E Kepner Drive,Aurora,80017,4,2,1620,498000,1446,39.70073502,-104.77712669,0.0,Westminster 50 School District,80.55,1.94,3.94,74.73,0.68,0.59,2.25,15.88,-19.69,65100.0,0,1,0,1,0,0
19011 E Linvale Place,Aurora,80013,3,3,1783,496900,1796,39.66726773,-104.76665462,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,65100.0,1,0,0,0,1,0
21904 E 9th Place,Aurora,80018,3,3,1577,496085,6170,39.72979798,-104.73301895,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,1,0,0,0,1,0
19177 E Grand Circle,Aurora,80015,3,3,1864,495000,1972,39.6260427,-104.76527279,17.666666666666668,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,65100.0,1,0,0,0,1,0
828 N Quatar Street,Aurora,80018,3,3,1577,493085,6133,39.72970111,-104.7334155,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,1,0,0,0,1,0
21884 E 9th Place,Aurora,80018,3,3,1561,490750,6103,39.73000338,-104.73304668,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,65100.0,1,0,0,0,1,0
224 Tucson Street,Aurora,80011,5,3,2484,490000,2557,39.7195357,-104.83541946,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,0,0,1,0,1,0
823 N Riviera Street,Aurora,80018,3,3,1561,488105,6070,39.72981989,-104.73208178,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,65100.0,1,0,0,0,1,0
838 N Quatar Street,Aurora,80018,3,3,1561,487325,6061,39.72981236,-104.73344232,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,65100.0,1,0,0,0,1,0
15640 E Hamilton Place,Aurora,80013,5,3,2419,484999,2239,39.65340928,-104.80602491,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,65100.0,0,0,1,0,1,0
2831 S Truckee Street,Aurora,80013,4,4,2158,480000,2303,39.66359943,-104.7819264,0.0,Cherry Creek 5 School District,31.32,10.96,8.53,21.0,0.58,0.26,8.19,50.48,-29.53,65100.0,0,1,0,0,0,1
15934 E Linvale Avenue,Aurora,80013,3,2,1296,475000,2032,39.66683704,-104.80248737,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,65100.0,1,0,0,1,0,0
1290 Boston Street,Aurora,80010,5,2,1948,470000,1583,39.73628582,-104.87968719,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,0,0,1,1,0,0
15371 E 8th Avenue,Aurora,80011,5,3,2593,470000,2605,39.72992941,-104.80818559,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,65100.0,0,0,1,0,1,0
18884 E Cornell Avenue,Aurora,80013,3,3,1648,469000,1250,39.6605786,-104.7688989,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,65100.0,1,0,0,0,1,0
16691 E Gunnison Place,Aurora,80017,3,2,1664,460000,2573,39.68591826,-104.79589792,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,65100.0,1,0,0,1,0,0
20638 E Kenyon Place,Aurora,80013,3,2,1514,459900,2375,39.64883921,-104.74767469,33.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,1,0,0,1,0,0
1970 Espana Way,Aurora,80011,3,3,1566,459000,2944,39.74666949,-104.76016737,42.0,Adams 12 Five Star Schools,47.39,1.91,4.73,47.0,0.55,0.14,3.32,42.36,-23.4,65100.0,1,0,0,0,1,0
3208 Scranton Street,Aurora,80011,5,2,1950,456000,2667,39.76171376,-104.83896846,0.0,Cherry Creek 5 School District,31.32,10.96,8.53,21.0,0.58,0.26,8.19,50.48,-29.53,65100.0,0,0,1,1,0,0
16512 E Princeton Place,Aurora,80013,4,2,1972,455000,1733,39.64022611,-104.7956025,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,0,1,0,1,0,0
12265 E 13th Avenue,Aurora,80011,3,2,1401,455000,2048,39.73631674,-104.84538546,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,65100.0,1,0,0,1,0,0
1654 S Olathe Street,Aurora,80017,3,2,2192,455000,2268,39.68632928,-104.792927,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,65100.0,1,0,0,1,0,0
19270 E 22nd Drive,Aurora,80011,4,2,1670,450000,2738,39.74801075,-104.76367248,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,0,1,0,1,0,0
440 S Victor Way,Aurora,80012,4,2,1487,449900,1449,39.70292229,-104.83526668,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,65100.0,0,1,0,1,0,0
1816 S Nucla Street,Aurora,80017,4,2,1852,449900,2358,39.68377407,-104.79411171,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,65100.0,0,1,0,1,0,0
2469 S Kittredge Way,Aurora,80013,4,2,1690,449900,2317,39.67198703,-104.80311854,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,65100.0,0,1,0,1,0,0
19060 E 22nd Place,Aurora,80011,3,4,1947,449500,2738,39.75028269,-104.76581018,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,1,0,0,0,0,1
3081 S Laredo Circle,Aurora,80013,2,2,1552,445000,2385,39.66035728,-104.80026,0.0,Englewood 1 School District,61.99,2.94,1.12,40.56,0.27,0.41,5.03,49.69,-26.38,65100.0,0,0,0,1,0,0
1503 S Tucson Street,Aurora,80012,3,2,1456,444900,2304,39.68789858,-104.84000336,0.0,Adams 12 Five Star Schools,47.39,1.91,4.73,47.0,0.55,0.14,3.32,42.36,-23.4,65100.0,1,0,0,1,0,0
1255 S Biscay Street,Aurora,80017,3,2,1284,444900,2306,39.69369,-104.768,0.0,Cherry Creek 5 School District,31.32,10.96,8.53,21.0,0.58,0.26,8.19,50.48,-29.53,65100.0,1,0,0,1,0,0
4076 S Richfield Street,Aurora,80013,3,3,1550,440000,1459,39.64252021,-104.78740422,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,65100.0,1,0,0,0,1,0
12154 E Virginia Drive,Aurora,80012,5,2,2088,440000,2336,39.70643886,-104.84582925,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,0,0,1,1,0,0
903 S Oakland Court,Aurora,80012,4,2,1086,435900,1710,39.70089387,-104.85059253,0.0,Westminster 50 School District,80.55,1.94,3.94,74.73,0.68,0.59,2.25,15.88,-19.69,65100.0,0,1,0,1,0,0
1424 S Biscay Way,Aurora,80017,4,2,1616,435000,2153,39.69014774,-104.76809607,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,65100.0,0,1,0,1,0,0
3179 Xanadu Street,Aurora,80011,3,2,1580,429900,1841,39.7602537,-104.82929413,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,65100.0,1,0,0,1,0,0
3073 Ursula Street,Aurora,80011,3,2,1764,425900,2772,39.75932,-104.83528,0.0,Sheridan 2 School District,88.49,3.6,1.44,75.5,2.01,0.16,3.14,14.15,-51.0,65100.0,1,0,0,1,0,0
1045 Sable Boulevard,Aurora,80011,3,3,1684,425000,2637,39.73107,-104.81968,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,1,0,0,0,1,0
1045 Sable Boulevard,Aurora,80011,3,3,1692,425000,2637,39.73106097,-104.81966808,0.0,Westminster 50 School District,80.55,1.94,3.94,74.73,0.68,0.59,2.25,15.88,-19.69,65100.0,1,0,0,0,1,0
1691 S Cathay Street,Aurora,80017,4,2,1464,425000,2259,39.68626079,-104.76626645,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,65100.0,0,1,0,1,0,0
11501 E Cornell Circle,Aurora,80014,4,4,2263,425000,1528,39.66226654,-104.85414171,247.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,0,1,0,0,0,1
1931 Fulton Street,Aurora,80010,3,1,970,425000,2383,39.74636453,-104.87086815,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,65100.0,1,0,0,0,0,0
11111 E Montview Boulevard,Aurora,80010,3,1,1040,423000,2536,39.74782846,-104.85786163,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,1,0,0,0,0,0
1541 S Biscay Court,Aurora,80017,4,2,1633,420000,2117,39.68776235,-104.76942837,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,65100.0,0,1,0,1,0,0
1360 Dallas Street,Aurora,80010,3,1,1208,420000,1954,39.73757405,-104.8761286,0.0,Westminster 50 School District,80.55,1.94,3.94,74.73,0.68,0.59,2.25,15.88,-19.69,65100.0,1,0,0,0,0,0
10530 E 10th Avenue,Aurora,80010,3,1,1680,415000,2332,39.73080155,-104.86492677,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,1,0,0,0,0,0
1417 S Biscay Way,Aurora,80017,4,2,1200,413920,1756,39.69097654,-104.7674509,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,0,1,0,1,0,0
19623 E Batavia Drive,Aurora,80011,4,2,1644,399900,2556,39.74238724,-104.75797501,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,65100.0,0,1,0,1,0,0
1380 Dallas Street,Aurora,80010,2,1,796,399900,1883,39.73787649,-104.87617261,0.0,Adams 12 Five Star Schools,47.39,1.91,4.73,47.0,0.55,0.14,3.32,42.36,-23.4,65100.0,0,0,0,0,0,0
917 Fulton Street,Aurora,80010,4,2,1464,398000,1144,39.73006648,-104.87035133,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,65100.0,0,1,0,1,0,0
1773 Lansing Street,Aurora,80010,2,1,720,395000,2370,39.74528704,-104.8573156,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,0,0,0,0,0,0
15622 E Colorado Avenue,Aurora,80017,3,2,904,390000,1856,39.68431014,-104.80624541,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,65100.0,1,0,0,1,0,0
1780 Moline Street,Aurora,80010,3,1,918,385000,2381,39.74533697,-104.8536779,0.0,Westminster 50 School District,80.55,1.94,3.94,74.73,0.68,0.59,2.25,15.88,-19.69,65100.0,1,0,0,0,0,0
15734 E Colorado Avenue,Aurora,80017,3,1,904,385000,1059,39.68447028,-104.805011,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,65100.0,1,0,0,0,0,0
1538 Alton Street,Aurora,80010,3,2,1268,384995,2383,39.74103102,-104.88186417,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,65100.0,1,0,0,1,0,0
4652 S Pagosa Circle,Aurora,80015,2,1,732,379900,1383,39.6322717,-104.78806729,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,0,0,0,0,0,0
5515 W 73rd Avenue,Westminster,80003,4,4,2708,649900,2833,39.82930553,-105.05682746,100.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,76142.0,0,1,0,0,0,1
5540 W 73rd Avenue,Westminster,80003,3,3,2413,635000,2590,39.82891419,-105.0571479,100.0,Englewood 1 School District,61.99,2.94,1.12,40.56,0.27,0.41,5.03,49.69,-26.38,76142.0,1,0,0,0,1,0
4145 W 80th Place,Westminster,80031,3,2,1860,516000,1770,39.84270043,-105.04276575,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,76142.0,1,0,0,1,0,0
7101 Wolff Street,Westminster,80030,5,2,2205,485000,2426,39.82559316,-105.0482653,0.0,Westminster 50 School District,80.55,1.94,3.94,74.73,0.68,0.59,2.25,15.88,-19.69,76142.0,0,0,1,1,0,0
8077 Bryant Street,Westminster,80031,3,3,1504,480000,2590,39.84471122,-105.01950563,43.0,Westminster 50 School District,80.55,1.94,3.94,74.73,0.68,0.59,2.25,15.88,-19.69,76142.0,1,0,0,0,1,0
7520 Xavier Street,Westminster,80030,3,2,864,475000,1516,39.83329951,-105.04915039,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,76142.0,1,0,0,1,0,0
8121 Tennyson Street,Westminster,80031,4,2,2122,469900,2429,39.84436082,-105.04794554,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,76142.0,0,1,0,1,0,0
8069 Decatur Court,Westminster,80031,2,3,1890,464900,2546,39.84295,-105.02249,43.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,76142.0,0,0,0,0,1,0
2573 W 74 Avenue,Westminster,80030,4,2,2214,425000,2595,39.83099926,-105.01730164,0.0,Adams 12 Five Star Schools,47.39,1.91,4.73,47.0,0.55,0.14,3.32,42.36,-23.4,76142.0,0,1,0,1,0,0
2486 Ingalls Street,Edgewater,80214,3,2,1239,600000,2481,39.75272519,-105.0634886,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,56028.0,1,0,0,1,0,0
2413 Harlan Street,Edgewater,80214,3,1,1290,525000,1548,39.75149695,-105.06297126,0.0,Westminster 50 School District,80.55,1.94,3.94,74.73,0.68,0.59,2.25,15.88,-19.69,56028.0,1,0,0,0,0,0
