,address,city,zip,beds,baths,sqft,listPrice,taxes,hoaFees,hoaFreq,lat,lng,district,elementarySchool,middleSchool,highSchool
460,565 S Dale Court,Denver,80219,3.0,2.0,"1,602",499899,"$1,338",$0,N/A,39.70623197,-105.02186005,Denver 1,Munroe,Kepner,West
461,3146 W Florida Avenue,Denver,80219,6.0,3.0,"2,714",499888,"$1,747",$0,N/A,39.68930413,-105.02705389,Denver 1,Cms Community,Grant,Abraham Lincoln
462,21874 E 9th Place,Aurora,80018,3.0,3.0,"1,577",499085,"$6,200",$0,N/A,39.73011463,-104.73304668,Adams-Arapahoe 28J,Vista Peak,Vista Peak,Vista Peak
463,2517 S Genoa Street,Aurora,80013,5.0,3.0,"1,873",499000,"$2,750",$210,Annually,39.67273467,-104.75715471,Adams-Arapahoe 28J,Side Creek,Mrachek,Rangeview
464,1332 Poplar Street,Denver,80220,2.0,1.0,"1,092",499000,"$2,118",$0,N/A,39.73806326,-104.90431101,Denver 1,Montclair,Hill,George Washington
465,10722 W Dumbarton Circle,Littleton,80127,2.0,2.0,"1,735",499000,"$2,225",$374,Monthly,39.62664735,-105.11937936,Jefferson County R-1,Peiffer,Carmody,Bear Creek
466,1350 Lipan Street,Denver,80204,3.0,1.0,"1,361",499000,"$2,016",$0,N/A,39.73801512,-105.0017549,Denver 1,Greenlee,Grant,West
467,18022 E Kepner Drive,Aurora,80017,4.0,2.0,"1,620",498000,"$1,446",$0,N/A,39.70073502,-104.77712669,Adams-Arapahoe 28J,Arkansas,Mrachek,Gateway
468,30 Chase Street,Lakewood,80026,4.0,2.0,"1,800",498000,"$2,614",$0,N/A,39.71781713,-105.05654501,Jefferson County R-1,Deane,Alameda Int'l,Alameda Int'l
469,3442 S Patton Way,Denver,80236,5.0,3.0,"2,267",497900,"$1,271",$0,N/A,39.65492157,-105.03972888,Denver 1,Sabin,Slavens E-8,John F. Kennedy
470,4027 W 44th Avenue,Denver,80212,3.0,1.0,796,497500,"$2,080",$0,N/A,39.77680757,-105.03995527,Denver 1,Centennial,Strive Sunnyside,North
471,19011 E Linvale Place,Aurora,80013,3.0,3.0,"1,783",496900,"$1,796",$0,N/A,39.66726773,-104.76665462,Cherry Creek 5,Arrowhead,Horizon,Smoky Hill
472,21904 E 9th Place,Aurora,80018,3.0,3.0,"1,577",496085,"$6,170",$0,N/A,39.72979798,-104.73301895,Adams-Arapahoe 28J,Vista Peak,Vista Peak,Vista Peak
473,19177 E Grand Circle,Aurora,80015,3.0,3.0,"1,864",495000,"$1,972",$106,Semi-Annually,39.6260427,-104.76527279,Cherry Creek 5,Peakview,Thunder Ridge,Eaglecrest
474,20858 E Progress Avenue,Centennial,80015,3.0,3.0,"1,910",495000,"$2,763",$70,Monthly,39.62170595,-104.74605691,Cherry Creek 5,Timberline,Thunder Ridge,Eaglecrest
475,2460 S Osceola Street,Denver,80219,2.0,1.0,"1,041",495000,"$1,772",$0,N/A,39.67331912,-105.03748803,Denver 1,Doull,Henry,Abraham Lincoln
476,8103 Conifer Road,Denver,80221,4.0,3.0,"2,860",495000,"$2,728",$0,N/A,39.8437099,-104.99187753,Adams 12 5 Star Schl,Coronado Hills,Thornton,Thornton
477,7130 W Iowa Avenue,Lakewood,80232,5.0,3.0,"2,080",495000,"$2,183",$0,N/A,39.68907,-105.076043,Jefferson County R-1,Lasley,Alameda Int'l,Alameda Int'l
478,5168 Tennyson Street,Denver,80212,2.0,1.0,"1,350",495000,"$2,100",$0,N/A,39.79052182,-105.04354326,Denver 1,Centennial,Bryant-Webster,North
479,4388 Garland Street,Wheat Ridge,80033,3.0,2.0,"1,276",495000,"$1,972",$0,N/A,39.77754326,-105.10169345,Jefferson County R-1,Pennington,Everitt,Wheat Ridge
480,1284 S Newland Court,Lakewood,80232,3.0,2.0,"1,096",495000,"$2,046",$0,N/A,39.69278128,-105.069963,Jefferson County R-1,Lasley,Alameda Int'l,Alameda Int'l
481,6825 Martin Luther King Boulevard,Denver,80207,4.0,2.0,"1,934",494999,"$1,152",$0,N/A,39.76218901,-104.9085009,Denver 1,Smith Renaissance,DSST: Conservatory Green,Northfield
482,828 N Quatar Street,Aurora,80018,3.0,3.0,"1,577",493085,"$6,133",$0,N/A,39.72970111,-104.7334155,Adams-Arapahoe 28J,Vista Peak,Vista Peak,Vista Peak
483,9644 W Grand Avenue,Denver,80123,2.0,2.0,"1,695",492000,"$1,942",$0,N/A,39.62583929,-105.106106,Denver 1,Grant Ranch E-8,Grant Ranch E-8,John F. Kennedy
484,21884 E 9th Place,Aurora,80018,3.0,3.0,"1,561",490750,"$6,103",$0,N/A,39.73000338,-104.73304668,Adams-Arapahoe 28J,Vista Peak,Vista Peak,Vista Peak
485,4920 Ingalls Street,Wheat Ridge,80033,4.0,2.0,"1,742",490000,"$1,646",$0,N/A,39.7857858,-105.06352154,Jefferson County R-1,Stevens,Everitt,Wheat Ridge
486,3400 W Jewell Avenue,Denver,80219,2.0,1.0,"1,106",490000,"$1,476",$0,N/A,39.68200602,-105.03112327,Denver 1,Johnson,Kepner,Abraham Lincoln
487,224 Tucson Street,Aurora,80011,5.0,3.0,"2,484",490000,"$2,557",$0,N/A,39.7195357,-104.83541946,Adams-Arapahoe 28J,Lyn Knoll,South,Aurora Central
488,5860 S Moore Street,Littleton,80127,3.0,2.0,"1,350",489900,"$2,387",$0,N/A,39.61181191,-105.11644807,Jefferson County R-1,West Ridge,Summit Ridge,Dakota Ridge
489,2 Zenobia Street,Denver,80219,3.0,1.0,"1,642",489900,"$1,687",$0,N/A,39.71681663,-105.05156143,Denver 1,Newlon,West Leadership,West
490,505 S Raleigh Street,Denver,80219,4.0,2.0,"1,826",489500,"$1,683",$0,N/A,39.70775576,-105.04225629,Denver 1,Knapp,Kepner,West
491,7020 W 39th Avenue,Wheat Ridge,80033,2.0,1.0,895,489000,"$1,678",$0,N/A,39.77058147,-105.07503973,Jefferson County R-1,Stevens,Everitt,Wheat Ridge
492,823 N Riviera Street,Aurora,80018,3.0,3.0,"1,561",488105,"$6,070",$0,N/A,39.72981989,-104.73208178,Adams-Arapahoe 28J,Vista Peak,Vista Peak,Vista Peak
493,838 N Quatar Street,Aurora,80018,3.0,3.0,"1,561",487325,"$6,061",$0,N/A,39.72981236,-104.73344232,Adams-Arapahoe 28J,Vista Peak,Vista Peak,Vista Peak
494,4165 S Lipan Street,Englewood,80110,3.0,1.0,"1,152",486000,"$1,815",$0,N/A,39.64099043,-105.0026664,Englewood 1,Clayton,Englewood,Englewood
495,7101 Wolff Street,Westminster,80030,5.0,2.0,"2,205",485000,"$2,426",$0,N/A,39.82559316,-105.0482653,Westminster Public Schools,Harris Park,Ranum,Westminster
496,19389 E 41st Place,Denver,80249,3.0,2.0,"1,826",485000,"$1,499",$0,N/A,39.77441449,-104.7604495,Denver 1,Marrama,McGlone,KIPP Denver Collegiate High School
497,4665 Milwaukee Street,Denver,80216,4.0,2.0,"1,623",485000,"$1,446",$0,N/A,39.78151071,-104.95208581,Denver 1,Swansea,Whittier  E-8,Manual
498,3870 Newman Street,Wheat Ridge,80033,3.0,1.0,870,485000,"$1,938",$0,N/A,39.77056592,-105.11791755,Jefferson County R-1,Prospect Valley,Everitt,Wheat Ridge
499,13792 E 24th Avenue,Aurora,80011,6.0,2.0,"2,352",485000,"$1,232",$0,N/A,39.75166355,-104.8247869,Adams-Arapahoe 28J,Sable,North,Hinkley
500,1821 S Irving Street,Denver,80219,5.0,2.0,"2,074",485000,"$1,600",$0,N/A,39.68441234,-105.03006441,Denver 1,Johnson,Grant,Abraham Lincoln
501,7584 Kendall Street,Arvada,80003,4.0,2.0,"1,583",484999,"$1,600",$0,N/A,39.83403247,-105.0662003,Jefferson County R-1,Thomson,North Arvada,Arvada
502,15640 E Hamilton Place,Aurora,80013,5.0,3.0,"2,419",484999,"$2,239",$0,N/A,39.65340928,-104.80602491,Adams-Arapahoe 28J,Dartmouth,Columbia,Rangeview
503,8077 Bryant Street,Westminster,80031,3.0,3.0,"1,504",480000,"$2,590",$43,Monthly,39.84471122,-105.01950563,Westminster Public Schools,Fairview,Ranum,Westminster
504,2561 W Cornell Avenue,Denver,80236,5.0,2.0,"2,027",480000,"$1,695",$0,N/A,39.66101553,-105.01758805,Denver 1,College View,Henry,Abraham Lincoln
505,2831 S Truckee Street,Aurora,80013,4.0,4.0,"2,158",480000,"$2,303",$0,N/A,39.66359943,-104.7819264,Adams-Arapahoe 28J,Dalton,Columbia,Rangeview
506,7653 Webster Way,Arvada,80003,4.0,2.0,"1,858",480000,"$1,977",$0,N/A,39.83638326,-105.08117,Jefferson County R-1,Hackberry Hill,North Arvada,Arvada
507,4245 S Clarkson Street,Englewood,80113,2.0,1.0,"1,202",479500,"$1,509",$0,N/A,39.63956147,-104.97877547,Englewood 1,Cherrelyn,Englewood,Englewood
508,7520 Xavier Street,Westminster,80030,3.0,2.0,864,475000,"$1,516",$0,N/A,39.83329951,-105.04915039,Westminster Public Schools,Harris Park,Shaw Heights,Westminster
509,1642 S Everett Street,Lakewood,80232,4.0,2.0,"2,378",475000,"$2,268",$0,N/A,39.68637932,-105.09663697,Jefferson County R-1,Patterson,Alameda Int'l,Green Mountain
510,815 S Umatilla Way,Denver,80223,3.0,1.0,"1,526",475000,"$1,756",$0,N/A,39.70171957,-105.01244891,Denver 1,Goldrick,Grant,Abraham Lincoln
511,2425 W Bates Avenue,Denver,80236,3.0,2.0,"2,022",475000,"$1,692",$0,N/A,39.66393828,-105.01631753,Denver 1,College View,Bear Valley International,Abraham Lincoln
512,6718 W 79th Circle,Arvada,80003,3.0,2.0,"2,288",475000,"$2,343",$0,N/A,39.8407884,-105.07204544,Jefferson County R-1,Thomson,North Arvada,Arvada
513,5077 Duluth Court,Denver,80239,4.0,4.0,"2,482",475000,"$2,205",$0,N/A,39.78535128,-104.82006164,Denver 1,Greenwood,McGlone,Dr. Martin Luther King
514,3833 Quay Street,Wheat Ridge,80033,3.0,2.0,"1,764",475000,"$2,491",$0,N/A,39.76995599,-105.07356864,Jefferson County R-1,Stevens,Everitt,Wheat Ridge
515,680 S Quivas Street,Denver,80223,3.0,1.0,"1,302",475000,"$1,711",$0,N/A,39.70413028,-105.007114,Denver 1,Goldrick,Grant,Abraham Lincoln
516,15934 E Linvale Avenue,Aurora,80013,3.0,2.0,"1,296",475000,"$2,032",$0,N/A,39.66683704,-104.80248737,Adams-Arapahoe 28J,Dartmouth,Columbia,Rangeview
517,647 Winona Court,Denver,80204,5.0,2.0,"2,200",474970,"$1,196",$0,N/A,39.72754487,-105.04787097,Denver 1,Cowell,Strive Lake,North
518,2525 W Wesley Avenue,Denver,80219,2.0,2.0,"1,142",474500,"$2,840",$0,N/A,39.67367783,-105.01731882,Denver 1,College View,Slavens E-8,Abraham Lincoln
519,11705 W Tulane Drive,Morrison,80465,3.0,2.0,"1,473",470000,"$2,438",$145,Quarterly,39.63422912,-105.13000573,Jefferson County R-1,Peiffer,Carmody,Bear Creek
520,1290 Boston Street,Aurora,80010,5.0,2.0,"1,948",470000,"$1,583",$0,N/A,39.73628582,-104.87968719,Adams-Arapahoe 28J,Boston K-8,Boston K-8,Aurora Central
521,15371 E 8th Avenue,Aurora,80011,5.0,3.0,"2,593",470000,"$2,605",$0,N/A,39.72992941,-104.80818559,Adams-Arapahoe 28J,Laredo,East,Hinkley
522,300 S Pierce Street,Lakewood,80226,3.0,2.0,"1,323",470000,"$2,040",$0,N/A,39.71057993,-105.0717766,Jefferson County R-1,Deane,Alameda Int'l,Alameda Int'l
523,8121 Tennyson Street,Westminster,80031,4.0,2.0,"2,122",469900,"$2,429",$0,N/A,39.84436082,-105.04794554,Westminster Public Schools,Harris Park,Shaw Heights,Westminster
524,5052 Wheeling Way,Denver,80239,4.0,2.0,"1,761",469900,,$0,N/A,39.78887,-104.83316,Denver 1,Maxwell,Strive Federal,Montbello
525,18884 E Cornell Avenue,Aurora,80013,3.0,3.0,"1,648",469000,"$1,250",$0,N/A,39.6605786,-104.7688989,Cherry Creek 5,Arrowhead,Horizon,Eaglecrest
526,215 S Knox Court,Denver,80219,3.0,1.0,"1,307",466000,"$1,471",$0,N/A,39.71295639,-105.03267525,Denver 1,Barnum,Grant,West
527,16010 E 55th Avenue,Denver,80239,3.0,3.0,"2,040",465000,"$1,895",$40,Monthly,39.79435001,-104.80006746,Denver 1,SOAR at Green Valley Ranch,McGlone,Noel Community Arts School
528,8069 Decatur Court,Westminster,80031,2.0,3.0,"1,890",464900,"$2,546",$43,Monthly,39.84295,-105.02249,Westminster Public Schools,Other,Ranum,Westminster
529,2644 S Newton Street,Denver,80219,3.0,1.0,"1,383",460000,"$2,068",$0,N/A,39.66915382,-105.0365277,Denver 1,Doull,Henry,Abraham Lincoln
530,3065 Holly Street,Denver,80207,2.0,2.0,"1,234",460000,"$1,407",$0,N/A,39.76144394,-104.92261136,Denver 1,Park Hill,DSST: Conservatory Green,East
531,16691 E Gunnison Place,Aurora,80017,3.0,2.0,"1,664",460000,"$2,573",$0,N/A,39.68591826,-104.79589792,Adams-Arapahoe 28J,Iowa,Mrachek,Gateway
532,7733 Navajo Street,Denver,80221,3.0,2.0,"1,808",460000,"$1,951",$0,N/A,39.83670505,-105.00452197,Westminster Public Schools,Sherrelwood,Ranum,Westminster
533,627 W Asbury Avenue,Denver,80223,2.0,1.0,616,459999,"$1,067",$0,N/A,39.68073396,-104.99555527,Denver 1,McKinley-Thatcher,Grant,South
534,20638 E Kenyon Place,Aurora,80013,3.0,2.0,"1,514",459900,"$2,375",$99,Quarterly,39.64883921,-104.74767469,Cherry Creek 5,Dakota Valley,Sky Vista,Eaglecrest
535,3902 Jason Street,Denver,80211,2.0,1.0,749,459900,"$1,424",$0,N/A,39.77062645,-104.99890587,Denver 1,Trevista at Horace Mann,Strive Sunnyside,North
536,1970 Espana Way,Aurora,80011,3.0,3.0,"1,566",459000,"$2,944",$42,Monthly,39.74666949,-104.76016737,Adams-Arapahoe 28J,Clyde Miller,Clyde Miller,Vista Peak
537,812 Raleigh Street,Denver,80204,3.0,1.0,836,456900,"$1,573",$0,N/A,39.72962188,-105.04129718,Denver 1,Cowell,Strive Lake,North
538,3208 Scranton Street,Aurora,80011,5.0,2.0,"1,950",456000,"$2,667",$0,N/A,39.76171376,-104.83896846,Adams-Arapahoe 28J,Park Lane,North,Hinkley
539,16512 E Princeton Place,Aurora,80013,4.0,2.0,"1,972",455000,"$1,733",$0,N/A,39.64022611,-104.7956025,Cherry Creek 5,Mission Viejo,Laredo,Smoky Hill
540,12265 E 13th Avenue,Aurora,80011,3.0,2.0,"1,401",455000,"$2,048",$0,N/A,39.73631674,-104.84538546,Adams-Arapahoe 28J,Vaughn,South,Aurora Central
541,1654 S Olathe Street,Aurora,80017,3.0,2.0,"2,192",455000,"$2,268",$0,N/A,39.68632928,-104.792927,Adams-Arapahoe 28J,Iowa,Mrachek,Gateway
542,2405 Lee Street,Lakewood,80215,3.0,1.0,"1,060",454900,"$2,382",$0,N/A,39.75078187,-105.11221908,Jefferson County R-1,Vivian,Everitt,Wheat Ridge
543,19270 E 22nd Drive,Aurora,80011,4.0,2.0,"1,670",450000,"$2,738",$0,N/A,39.74801075,-104.76367248,Adams-Arapahoe 28J,Clyde Miller,East,Hinkley
544,2627 S Lowell Boulevard,Denver,80219,4.0,2.0,"1,210",450000,"$1,669",$0,N/A,39.6696813,-105.03524613,Denver 1,Doull,Henry,Abraham Lincoln
545,61 S Ames Street,Lakewood,80226,3.0,2.0,"1,040",450000,"$2,188",$0,N/A,39.71578901,-105.05478164,Jefferson County R-1,Deane,Alameda Int'l,Alameda Int'l
546,361 El Paso Court,Denver,80221,4.0,3.0,"2,850",450000,"$2,341",$0,N/A,39.84051471,-104.99166873,Adams 12 5 Star Schl,Coronado Hills,Thornton,Thornton
547,830 S Harlan Street,Lakewood,80226,3.0,3.0,"1,598",450000,"$2,484",$0,N/A,39.70140789,-105.06224881,Jefferson County R-1,Deane,Alameda Int'l,Alameda Int'l
548,4206 W Vassar Avenue,Denver,80219,3.0,2.0,"1,115",450000,"$1,754",$0,N/A,39.66990575,-105.04198,Denver 1,Doull,Henry,John F. Kennedy
549,1465 S King Court,Denver,80219,4.0,2.0,"1,804",450000,"$1,544",$0,N/A,39.69002399,-105.03398863,Denver 1,Cms Community,Grant,Abraham Lincoln
550,440 S Victor Way,Aurora,80012,4.0,2.0,"1,487",449900,"$1,449",$0,N/A,39.70292229,-104.83526668,Adams-Arapahoe 28J,Wheeling,Aurora Hills,Gateway
551,1816 S Nucla Street,Aurora,80017,4.0,2.0,"1,852",449900,"$2,358",$0,N/A,39.68377407,-104.79411171,Adams-Arapahoe 28J,Iowa,Mrachek,Gateway
552,2469 S Kittredge Way,Aurora,80013,4.0,2.0,"1,690",449900,"$2,317",$0,N/A,39.67198703,-104.80311854,Adams-Arapahoe 28J,Yale,Columbia,Rangeview
553,19060 E 22nd Place,Aurora,80011,3.0,4.0,"1,947",449500,"$2,738",$0,N/A,39.75028269,-104.76581018,Adams-Arapahoe 28J,Clyde Miller,Clyde Miller,Vista Peak
554,5190 Tabor Street,Wheat Ridge,80033,3.0,2.0,"1,418",449000,"$2,371",$0,N/A,39.79079502,-105.13036681,Jefferson County R-1,Vanderhoof,Drake,Arvada West
555,4175 W Custer Place,Denver,80219,4.0,2.0,"1,628",449000,"$1,466",$0,N/A,39.70702612,-105.04290062,Denver 1,Knapp,Grant,West
556,1284 Ember Street,Denver,80221,4.0,2.0,"1,850",445000,"$1,767",$0,N/A,39.83816524,-105.00110973,Westminster Public Schools,Sherrelwood,Ranum,Westminster
557,1065 S Osceola Street,Denver,80219,3.0,2.0,"1,281",445000,"$1,574",$0,N/A,39.69731954,-105.03802744,Denver 1,Castro,Strive Westwood,Abraham Lincoln
558,3081 S Laredo Circle,Aurora,80013,2.0,2.0,"1,552",445000,"$2,385",$0,N/A,39.66035728,-104.80026,Adams-Arapahoe 28J,Dartmouth,Columbia,Rangeview
559,1503 S Tucson Street,Aurora,80012,3.0,2.0,"1,456",444900,"$2,304",$0,N/A,39.68789858,-104.84000336,Adams-Arapahoe 28J,Wheeling,Aurora Hills,Gateway
560,1255 S Biscay Street,Aurora,80017,3.0,2.0,"1,284",444900,"$2,306",$0,N/A,39.69369,-104.768,Adams-Arapahoe 28J,Vista Peak,Vista Peak,Rangeview
561,7861 Valley View Drive,Denver,80221,3.0,3.0,"2,461",444000,"$2,116",$0,N/A,39.83951351,-105.02192862,Westminster Public Schools,Fairview,Ranum,Westminster
562,450 S Decatur Street,Denver,80219,2.0,1.0,"2,002",444000,"$1,691",$0,N/A,39.70833849,-105.02243843,Denver 1,Munroe,Kepner,West
563,2590 S Irving Street,Denver,80219,4.0,1.0,"1,115",441875,"$1,586",$0,N/A,39.67132138,-105.02951246,Denver 1,Gust,Kunsmiller Creative Arts Academy,Abraham Lincoln
564,4619 Pennsylvania Street,Denver,80216,4.0,1.0,660,440000,"$1,410",$0,N/A,39.78053226,-104.98140569,Denver 1,Garden Place,Whittier  E-8,Manual
565,931 Downing Way,Denver,80229,3.0,3.0,"2,117",440000,"$1,882",$0,N/A,39.84162114,-104.97610285,Adams 12 5 Star Schl,Coronado Hills,Thornton,Thornton
566,4830 Estes Street,Arvada,80002,2.0,1.0,858,440000,"$1,806",$0,N/A,39.78470363,-105.09495153,Jefferson County R-1,Arvada K-8,Arvada K-8,Arvada
567,4076 S Richfield Street,Aurora,80013,3.0,3.0,"1,550",440000,"$1,459",$0,N/A,39.64252021,-104.78740422,Cherry Creek 5,Cimarron,Horizon,Smoky Hill
568,26 S King Street,Denver,80219,3.0,2.0,"1,067",440000,"$1,521",$0,N/A,39.71595567,-105.03340076,Denver 1,Newlon,Kepner,West
569,12154 E Virginia Drive,Aurora,80012,5.0,2.0,"2,088",440000,"$2,336",$0,N/A,39.70643886,-104.84582925,Adams-Arapahoe 28J,Virginia Court,Aurora Hills,Gateway
570,6835 Reno Drive,Arvada,80002,2.0,1.0,976,439000,"$1,003",$0,N/A,39.79781784,-105.07221327,Jefferson County R-1,Secrest,Arvada K-8,Arvada
571,903 S Oakland Court,Aurora,80012,4.0,2.0,"1,086",435900,"$1,710",$0,N/A,39.70089387,-104.85059253,Cherry Creek 5,Highline Community,Prairie,Overland
572,5001 Titan Way,Denver,80239,3.0,2.0,"1,762",435000,"$1,594",$0,N/A,39.787599,-104.8390548,Denver 1,Maxwell,Noel Community Arts School,High Tech EC
573,1424 S Biscay Way,Aurora,80017,4.0,2.0,"1,616",435000,"$2,153",$0,N/A,39.69014774,-104.76809607,Adams-Arapahoe 28J,Side Creek,Mrachek,Rangeview
574,1338 W Alaska Place,Denver,80223,4.0,1.0,"1,339",434900,"$1,719",$0,N/A,39.70823994,-105.00594888,Denver 1,Valverde,Grant,West
575,5181 Decatur Street,Denver,80221,2.0,1.0,791,430000,"$1,517",$0,N/A,39.79077163,-105.02190229,Denver 1,Beach Court,Strive Sunnyside,North
576,3179 Xanadu Street,Aurora,80011,3.0,2.0,"1,580",429900,"$1,841",$0,N/A,39.7602537,-104.82929413,Adams-Arapahoe 28J,Park Lane,North,Hinkley
577,3081 S Glencoe Street,Denver,80222,3.0,1.0,858,429000,"$1,632",$0,N/A,39.66213156,-104.92514451,Denver 1,Bradley,Hamilton,Thomas Jefferson
579,1224 Valentia Street,Denver,80220,3.0,1.0,"1,500",428000,"$1,560",$0,N/A,39.73617988,-104.89130041,Denver 1,Montclair,Hill,George Washington
580,3073 Ursula Street,Aurora,80011,3.0,2.0,"1,764",425900,"$2,772",$0,N/A,39.75932,-104.83528,Adams-Arapahoe 28J,Park Lane,North,Hinkley
581,1045 Sable Boulevard,Aurora,80011,3.0,3.0,"1,684",425000,"$2,637",$0,N/A,39.73107,-104.81968,Adams-Arapahoe 28J,Elkhart,East,Hinkley
582,1045 Sable Boulevard,Aurora,80011,3.0,3.0,"1,692",425000,"$2,637",$0,N/A,39.73106097,-104.81966808,Adams-Arapahoe 28J,Elkhart,East,Hinkley
583,5538 Tulsa Way,Denver,80239,4.0,2.0,"1,726",425000,"$1,618",$0,N/A,39.79451205,-104.83642688,Denver 1,Amesse,Noel Community Arts School,High Tech EC
584,2121 W 80th Avenue,Denver,80221,3.0,3.0,"1,944",425000,"$1,833",$0,N/A,39.84192939,-105.01268365,Westminster Public Schools,Metz,Ranum,Westminster
585,1691 S Cathay Street,Aurora,80017,4.0,2.0,"1,464",425000,"$2,259",$0,N/A,39.68626079,-104.76626645,Adams-Arapahoe 28J,Side Creek,Mrachek,Rangeview
586,1140 S Tennyson Street,Denver,80219,2.0,1.0,770,425000,"$1,457",$0,N/A,39.69590453,-105.04345819,Denver 1,Force,Compass Academy,John F. Kennedy
587,2573 W 74 Avenue,Westminster,80030,4.0,2.0,"2,214",425000,"$2,595",$0,N/A,39.83099926,-105.01730164,Westminster Public Schools,Skyline Vista,Scott Carpenter,Westminster
588,4349 S Clarkson Street,Englewood,80113,2.0,1.0,788,425000,"$1,586",$0,N/A,39.6360154,-104.97887566,Englewood 1,Cherrelyn,Englewood,Englewood
589,6710 Monaco Street,Commerce City,80022,2.0,1.0,"1,260",425000,"$1,323",$0,N/A,39.81837116,-104.91251294,Adams 14,Monaco,Adams City,Adams City
590,11501 E Cornell Circle,Aurora,80014,4.0,4.0,"2,263",425000,"$1,528",$247,Monthly,39.66226654,-104.85414171,Cherry Creek 5,Polton,Prairie,Overland
591,1931 Fulton Street,Aurora,80010,3.0,1.0,970,425000,"$2,383",$0,N/A,39.74636453,-104.87086815,Adams-Arapahoe 28J,Fletcher,Aurora West,Aurora Central
592,398 S Raleigh Street,Denver,80219,4.0,2.0,"2,148",425000,"$1,563",$0,N/A,39.70959264,-105.04186566,Denver 1,Knapp,Grant,West
593,3135 S Logan Street,Englewood,80113,2.0,1.0,735,424444,"$1,801",$0,N/A,39.65979968,-104.98270656,Englewood 1,Charles Hay,Englewood,Englewood
594,11111 E Montview Boulevard,Aurora,80010,3.0,1.0,"1,040",423000,"$2,536",$0,N/A,39.74782846,-104.85786163,Adams-Arapahoe 28J,Montview,North,Aurora Central
595,1235 Wabash Street,Denver,80220,2.0,1.0,726,420000,"$1,556",$0,N/A,39.73620971,-104.88967922,Denver 1,Montclair,Hill,George Washington
596,1541 S Biscay Court,Aurora,80017,4.0,2.0,"1,633",420000,"$2,117",$0,N/A,39.68776235,-104.76942837,Adams-Arapahoe 28J,Side Creek,Mrachek,Rangeview
597,1360 Dallas Street,Aurora,80010,3.0,1.0,"1,208",420000,"$1,954",$0,N/A,39.73757405,-104.8761286,Adams-Arapahoe 28J,Boston K-8,Boston K-8,Aurora Central
598,4746 Carr Street,Wheat Ridge,80033,3.0,1.0,955,420000,"$1,935",$0,N/A,39.78246852,-105.09111737,Jefferson County R-1,Pennington,Everitt,Wheat Ridge
600,5403 Tucson Street,Denver,80239,3.0,3.0,"2,430",416000,"$1,038",$0,N/A,39.79267627,-104.840239,Denver 1,Amesse,Dr. Martin Luther King,Dr. Martin Luther King
601,10530 E 10th Avenue,Aurora,80010,3.0,1.0,"1,680",415000,"$2,332",$0,N/A,39.73080155,-104.86492677,Adams-Arapahoe 28J,Peoria,South,Aurora Central
602,780 Cuchara Street,Denver,80221,4.0,2.0,"1,950",415000,"$1,488",$0,N/A,39.83154712,-104.99660679,Westminster Public Schools,Sherrelwood,Ranum,Westminster
603,4842 Steele Street,Denver,80216,3.0,2.0,"1,320",415000,"$1,272",$0,N/A,39.78451528,-104.94940189,Denver 1,Swansea,Whittier  E-8,Manual
604,1417 S Biscay Way,Aurora,80017,4.0,2.0,"1,200",413920,"$1,756",$0,N/A,39.69097654,-104.7674509,Adams-Arapahoe 28J,Side Creek,Mrachek,Rangeview
605,5551 Worchester Street,Denver,80239,4.0,2.0,"1,596",410000,"$1,534",$0,N/A,39.79827044,-104.8309865,Denver 1,Amesse,McGlone,Noel Community Arts School
606,3894 Orleans Court,Denver,80249,2.0,3.0,"1,143",410000,"$1,992",$0,N/A,39.77029545,-104.73723284,Denver 1,Green Valley,Dr. Martin Luther King,Dr. Martin Luther King
607,5733 W 76th Drive,Arvada,80003,2.0,1.0,817,409900,"$1,408",$0,N/A,39.83622582,-105.05876454,Jefferson County R-1,Thomson,North Arvada,Arvada
608,3215 W Exposition Avenue,Denver,80219,3.0,1.0,"1,060",409000,"$1,158",$0,N/A,39.7041863,-105.02870924,Denver 1,Munroe,Strive Westwood,West
609,5643 W 76th Drive,Arvada,80003,2.0,2.0,975,404000,"$1,633",$0,N/A,39.83616026,-105.057735,Jefferson County R-1,Thomson,North Arvada,Arvada
610,3391 S Irving Street,Englewood,80110,2.0,1.0,910,400000,"$1,648",$0,N/A,39.65606638,-105.03007439,Sheridan 2,Sheridan,Sheridan,Sheridan
611,4380 Jericho Street,Denver,80249,3.0,1.0,"1,138",400000,"$1,966",$0,N/A,39.77705048,-104.74876556,Denver 1,Green Valley,Dr. Martin Luther King,Noel Community Arts School
612,5238 Stuart Street,Denver,80212,2.0,1.0,792,400000,"$2,419",$0,N/A,39.79212461,-105.04249836,Westminster Public Schools,Tennyson Knolls,Scott Carpenter,Westminster
613,3921 S Pearl Street,Englewood,80113,3.0,1.0,"1,433",400000,"$1,669",$0,N/A,39.64539376,-104.98103912,Englewood 1,Cherrelyn,Englewood,Englewood
614,670 S Hazel Court,Denver,80219,3.0,1.0,"1,061",399990,"$1,342",$0,N/A,39.70455851,-105.0273658,Denver 1,Munroe,Kepner,West
615,19623 E Batavia Drive,Aurora,80011,4.0,2.0,"1,644",399900,"$2,556",$0,N/A,39.74238724,-104.75797501,Adams-Arapahoe 28J,Clyde Miller,East,Hinkley
